,policy_area,dataset,variable,year,tract,tract_number,neighborhood,geoid,location,row_id,date,count
720,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2270.20, Los Angeles County, California",227020,Central-Alameda,1400000US06037227020,"(34.0161415, -118.2516245)",Drinking_Water_Contaminants_2017_1400000US06037227020,2017-01-01T00:00:00.000,664.0690784
721,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2281, Los Angeles County, California",228100,Central-Alameda,1400000US06037228100,"(34.010118, -118.244922)",Drinking_Water_Contaminants_2017_1400000US06037228100,2017-01-01T00:00:00.000,628.9545886
722,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2282.10, Los Angeles County, California",228210,Central-Alameda,1400000US06037228210,"(34.010168, -118.2525945)",Drinking_Water_Contaminants_2017_1400000US06037228210,2017-01-01T00:00:00.000,664.0690784
723,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2282.20, Los Angeles County, California",228220,Central-Alameda,1400000US06037228220,"(34.0065835, -118.2519225)",Drinking_Water_Contaminants_2017_1400000US06037228220,2017-01-01T00:00:00.000,664.0690784
724,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2283.10, Los Angeles County, California",228310,Historic South-Central,1400000US06037228310,"(34.011872, -118.262852)",Drinking_Water_Contaminants_2017_1400000US06037228310,2017-01-01T00:00:00.000,664.0690784
725,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2283.20, Los Angeles County, California",228320,Historic South-Central,1400000US06037228320,"(34.007893, -118.263681)",Drinking_Water_Contaminants_2017_1400000US06037228320,2017-01-01T00:00:00.000,664.0690784
726,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2284.10, Los Angeles County, California",228410,Historic South-Central,1400000US06037228410,"(34.014163, -118.2690345)",Drinking_Water_Contaminants_2017_1400000US06037228410,2017-01-01T00:00:00.000,664.0690784
727,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2284.20, Los Angeles County, California",228420,Historic South-Central,1400000US06037228420,"(34.00749, -118.270975)",Drinking_Water_Contaminants_2017_1400000US06037228420,2017-01-01T00:00:00.000,664.0690784
728,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2285, Los Angeles County, California",228500,South Park,1400000US06037228500,"(34.003629, -118.2695985)",Drinking_Water_Contaminants_2017_1400000US06037228500,2017-01-01T00:00:00.000,664.0690784
729,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2286, Los Angeles County, California",228600,South Park,1400000US06037228600,"(34.003674, -118.260853)",Drinking_Water_Contaminants_2017_1400000US06037228600,2017-01-01T00:00:00.000,664.0690784
730,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2287.10, Los Angeles County, California",228710,Central-Alameda,1400000US06037228710,"(33.9993805, -118.2542925)",Drinking_Water_Contaminants_2017_1400000US06037228710,2017-01-01T00:00:00.000,664.0690784
731,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2287.20, Los Angeles County, California",228720,Central-Alameda,1400000US06037228720,"(33.9993695, -118.2499415)",Drinking_Water_Contaminants_2017_1400000US06037228720,2017-01-01T00:00:00.000,664.0690784
732,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2288, Los Angeles County, California",228800,Central-Alameda,1400000US06037228800,"(33.999104, -118.2430855)",Drinking_Water_Contaminants_2017_1400000US06037228800,2017-01-01T00:00:00.000,633.5260171
733,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2289, Los Angeles County, California",228900,Central-Alameda,1400000US06037228900,"(33.992114, -118.242838)",Drinking_Water_Contaminants_2017_1400000US06037228900,2017-01-01T00:00:00.000,655.7140586
734,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2291, Los Angeles County, California",229100,Central-Alameda,1400000US06037229100,"(33.992164, -118.2520985)",Drinking_Water_Contaminants_2017_1400000US06037229100,2017-01-01T00:00:00.000,655.6872355
735,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2292, Los Angeles County, California",229200,South Park,1400000US06037229200,"(33.99828, -118.260835)",Drinking_Water_Contaminants_2017_1400000US06037229200,2017-01-01T00:00:00.000,664.0690784
736,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2293, Los Angeles County, California",229300,South Park,1400000US06037229300,"(33.998151, -118.269586)",Drinking_Water_Contaminants_2017_1400000US06037229300,2017-01-01T00:00:00.000,664.0690784
737,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2294.10, Los Angeles County, California",229410,South Park,1400000US06037229410,"(33.9922445, -118.2695665)",Drinking_Water_Contaminants_2017_1400000US06037229410,2017-01-01T00:00:00.000,664.0690784
738,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2294.20, Los Angeles County, California",229420,South Park,1400000US06037229420,"(33.9925325, -118.2608205)",Drinking_Water_Contaminants_2017_1400000US06037229420,2017-01-01T00:00:00.000,783.054513
739,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2311, Los Angeles County, California",231100,Historic South-Central,1400000US06037231100,"(34.016069, -118.2760825)",Drinking_Water_Contaminants_2017_1400000US06037231100,2017-01-01T00:00:00.000,664.0690784
740,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2312.10, Los Angeles County, California",231210,Exposition Park,1400000US06037231210,"(34.014521, -118.2980095)",Drinking_Water_Contaminants_2017_1400000US06037231210,2017-01-01T00:00:00.000,664.0690784
741,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2312.20, Los Angeles County, California",231220,Exposition Park,1400000US06037231220,"(34.014515, -118.28932)",Drinking_Water_Contaminants_2017_1400000US06037231220,2017-01-01T00:00:00.000,664.0690784
742,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2313, Los Angeles County, California",231300,Exposition Park,1400000US06037231300,"(34.0145435, -118.304539)",Drinking_Water_Contaminants_2017_1400000US06037231300,2017-01-01T00:00:00.000,664.0690784
743,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2314, Los Angeles County, California",231400,Exposition Park,1400000US06037231400,"(34.014552, -118.312994)",Drinking_Water_Contaminants_2017_1400000US06037231400,2017-01-01T00:00:00.000,664.0690784
744,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2315, Los Angeles County, California",231500,Vermont Square,1400000US06037231500,"(34.0072765, -118.310826)",Drinking_Water_Contaminants_2017_1400000US06037231500,2017-01-01T00:00:00.000,664.0690784
745,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2316, Los Angeles County, California",231600,Vermont Square,1400000US06037231600,"(34.00727, -118.2980435)",Drinking_Water_Contaminants_2017_1400000US06037231600,2017-01-01T00:00:00.000,664.0690784
746,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2317.10, Los Angeles County, California",231710,Vermont Square,1400000US06037231710,"(34.007373, -118.2893345)",Drinking_Water_Contaminants_2017_1400000US06037231710,2017-01-01T00:00:00.000,664.0690784
747,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2317.20, Los Angeles County, California",231720,Vermont Square,1400000US06037231720,"(34.007429, -118.2840635)",Drinking_Water_Contaminants_2017_1400000US06037231720,2017-01-01T00:00:00.000,664.0690784
748,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2318, Los Angeles County, California",231800,Historic South-Central,1400000US06037231800,"(34.0074525, -118.27748)",Drinking_Water_Contaminants_2017_1400000US06037231800,2017-01-01T00:00:00.000,664.0690784
749,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2319, Los Angeles County, California",231900,South Park,1400000US06037231900,"(33.9996995, -118.277466)",Drinking_Water_Contaminants_2017_1400000US06037231900,2017-01-01T00:00:00.000,664.0690784
750,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2321.10, Los Angeles County, California",232110,Vermont Square,1400000US06037232110,"(33.9994895, -118.2893225)",Drinking_Water_Contaminants_2017_1400000US06037232110,2017-01-01T00:00:00.000,664.0690784
751,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2321.20, Los Angeles County, California",232120,Vermont Square,1400000US06037232120,"(33.9997375, -118.28378)",Drinking_Water_Contaminants_2017_1400000US06037232120,2017-01-01T00:00:00.000,664.0690784
752,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2322, Los Angeles County, California",232200,Vermont Square,1400000US06037232200,"(34.0016535, -118.2980375)",Drinking_Water_Contaminants_2017_1400000US06037232200,2017-01-01T00:00:00.000,664.0690784
753,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2323, Los Angeles County, California",232300,Vermont Square,1400000US06037232300,"(33.9975775, -118.29803)",Drinking_Water_Contaminants_2017_1400000US06037232300,2017-01-01T00:00:00.000,664.0690784
754,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2324, Los Angeles County, California",232400,Vermont Square,1400000US06037232400,"(33.999376, -118.310834)",Drinking_Water_Contaminants_2017_1400000US06037232400,2017-01-01T00:00:00.000,664.0690784
755,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2325, Los Angeles County, California",232500,Chesterfield Square,1400000US06037232500,"(33.992088, -118.3107815)",Drinking_Water_Contaminants_2017_1400000US06037232500,2017-01-01T00:00:00.000,664.0690784
756,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2326, Los Angeles County, California",232600,Vermont-Slauson,1400000US06037232600,"(33.9920885, -118.298021)",Drinking_Water_Contaminants_2017_1400000US06037232600,2017-01-01T00:00:00.000,664.0690784
757,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2327, Los Angeles County, California",232700,Vermont-Slauson,1400000US06037232700,"(33.992427, -118.285947)",Drinking_Water_Contaminants_2017_1400000US06037232700,2017-01-01T00:00:00.000,664.0690784
758,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2328, Los Angeles County, California",232800,South Park,1400000US06037232800,"(33.9924525, -118.2771805)",Drinking_Water_Contaminants_2017_1400000US06037232800,2017-01-01T00:00:00.000,664.0690784
759,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2340, Los Angeles County, California",234000,Leimert Park,1400000US06037234000,"(34.011672, -118.322292)",Drinking_Water_Contaminants_2017_1400000US06037234000,2017-01-01T00:00:00.000,664.0690784
760,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2342, Los Angeles County, California",234200,Leimert Park,1400000US06037234200,"(34.016776, -118.331087)",Drinking_Water_Contaminants_2017_1400000US06037234200,2017-01-01T00:00:00.000,664.0690784
761,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2343, Los Angeles County, California",234300,Leimert Park,1400000US06037234300,"(34.007159, -118.3293635)",Drinking_Water_Contaminants_2017_1400000US06037234300,2017-01-01T00:00:00.000,701.3833493
762,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2345.01, Los Angeles County, California",234501,Hyde Park,1400000US06037234501,"(33.997504, -118.3246435)",Drinking_Water_Contaminants_2017_1400000US06037234501,2017-01-01T00:00:00.000,699.753117
763,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2345.02, Los Angeles County, California",234502,Hyde Park,1400000US06037234502,"(34.001849, -118.32479)",Drinking_Water_Contaminants_2017_1400000US06037234502,2017-01-01T00:00:00.000,699.796639
764,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2346, Los Angeles County, California",234600,Hyde Park,1400000US06037234600,"(33.9926585, -118.327201)",Drinking_Water_Contaminants_2017_1400000US06037234600,2017-01-01T00:00:00.000,698.055961
765,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2347, Los Angeles County, California",234700,Hyde Park,1400000US06037234700,"(33.987231, -118.327693)",Drinking_Water_Contaminants_2017_1400000US06037234700,2017-01-01T00:00:00.000,701.4382985
766,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2348, Los Angeles County, California",234800,Hyde Park,1400000US06037234800,"(33.9818325, -118.3220865)",Drinking_Water_Contaminants_2017_1400000US06037234800,2017-01-01T00:00:00.000,664.0690784
767,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2349.01, Los Angeles County, California",234901,Hyde Park,1400000US06037234901,"(33.981784, -118.328655)",Drinking_Water_Contaminants_2017_1400000US06037234901,2017-01-01T00:00:00.000,664.0690784
768,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2349.02, Los Angeles County, California",234902,Hyde Park,1400000US06037234902,"(33.981753, -118.3346945)",Drinking_Water_Contaminants_2017_1400000US06037234902,2017-01-01T00:00:00.000,627.8643516
769,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2351, Los Angeles County, California",235100,Hyde Park,1400000US06037235100,"(33.9855355, -118.348147)",Drinking_Water_Contaminants_2017_1400000US06037235100,2017-01-01T00:00:00.000,697.7754661
770,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2352.01, Los Angeles County, California",235201,Hyde Park,1400000US06037235201,"(33.9744985, -118.322127)",Drinking_Water_Contaminants_2017_1400000US06037235201,2017-01-01T00:00:00.000,627.4427851
771,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2352.02, Los Angeles County, California",235202,Hyde Park,1400000US06037235202,"(33.972711, -118.3308415)",Drinking_Water_Contaminants_2017_1400000US06037235202,2017-01-01T00:00:00.000,626.747329
772,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2360, Los Angeles County, California",236000,Ladera Heights,1400000US06037236000,"(34.009386, -118.367527)",Drinking_Water_Contaminants_2017_1400000US06037236000,2017-01-01T00:00:00.000,711.551862
773,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2361, Los Angeles County, California",236100,Baldwin Hills/Crenshaw,1400000US06037236100,"(34.0120535, -118.3418225)",Drinking_Water_Contaminants_2017_1400000US06037236100,2017-01-01T00:00:00.000,655.8328683
774,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2362.02, Los Angeles County, California",236202,Baldwin Hills/Crenshaw,1400000US06037236202,"(34.0167105, -118.352691)",Drinking_Water_Contaminants_2017_1400000US06037236202,2017-01-01T00:00:00.000,664.0690784
775,Environment,Water Quality,Drinking Water Contaminants,2017,"Census Tract 2362.03, Los Angeles County, California",236203,Baldwin Hills/Crenshaw,1400000US06037236203,"(34.0176365, -118.347316)",Drinking_Water_Contaminants_2017_1400000US06037236203,2017-01-01T00:00:00.000,664.0690784
