X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,aadb,program,bikepedgroup,bikepedfacility,co_name,mun_name,id
-75.1779309999999,39.9510450000001,71550,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,walnut st,west,23rd st,22nd st,Bicycle 1,39.951045,-75.177931,0.949,1.1797,,,1654,Project,Mixed,Striped Shoulder,Philadelphia,Central,37076
-75.169584,39.9500170000001,71551,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,walnut st,west,18th st,17th st,Bicycle 1,39.950017,-75.169584,0.949,1.1797,,,751,Project,Mixed,Mixed Traffic,Philadelphia,Central,37473
-75.1683179999999,39.949844,71552,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/23 00:00:00+00,2010,4210160103,,walnut st,west,17th st,16th st,Bicycle 1,39.949844,-75.168318,0.949,1.1797,,,656,Project,Mixed,Mixed Traffic,Philadelphia,Central,37474
-74.8768049999999,40.2895330000001,137050,permanent station,,2016/08/20 00:00:00+00,2016,4201779128,,delaware & lehigh trail,both,pa 532 general washington memorial blvd,1000 feet south of pa 532,Bicycle 4,40.289533,-74.876805,,1,S,N,222,Permanent,Mixed,Multiuse Trail,Bucks,Upper Makefield Township,37828
-75.1685639999999,39.9634050000001,71543,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/14 00:00:00+00,2010,4210160103,,spring garden st westbound lanes,west,19th st,18th st,Bicycle 1,39.963405,-75.168564,0.968,1.1797,,,538,Project,Mixed,Bike Lane,Philadelphia,Central,37829
-75.1837889999999,39.9641950000001,71544,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160110,,spring garden st bridge eastbound lanes,east,31st st,aquarium dr,Bicycle 1,39.964195,-75.183789,0.968,1.1797,,,713,Project,Mixed,Bike Lane,Philadelphia,University - Southwest,37830
-75.1838529999999,39.964326,71545,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160106,,spring garden st bridge westbound lanes,west,31st st,aquarium dr,Bicycle 1,39.964326,-75.183853,0.968,1.1797,,,645,Project,Mixed,Bike Lane,Philadelphia,West Park,37831
-75.165646,39.947097,71546,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/30 00:00:00+00,2010,4210160103,,spruce st,west,15th st,pa 291 broad st,Bicycle 1,39.947097,-75.165646,0.968,1.1797,,,858,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,37832
-75.154595,39.92245,71547,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/30 00:00:00+00,2010,4210160112,,snyder ave,both,5th st,4th st,Bicycle 1,39.92245,-75.154595,0.968,1.1797,,,234,Project,Mixed,Bike Lane,Philadelphia,South,37833
-75.28665,40.0743140000001,137049,permanent station,,2016/12/15 00:00:00+00,2016,4209184624,,schuylkill river trail,both,lee st,station ave,Bicycle 3,40.074314,-75.28665,,1,W,E,95,Permanent,Mixed,Multiuse Trail,Montgomery,Whitemarsh Township,37840
-75.165603,39.9434650000001,71623,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/30 00:00:00+00,2010,4210160103,291,broad st southbound lanes,south,bainbridge st,south st,Bicycle 1,39.943465,-75.165603,1.028,1.1797,,,373,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,38325
-75.2056889999999,40.016696,137036,permanent station,,2016/10/15 00:00:00+00,2016,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Bicycle 3,40.016696,-75.205689,,1,N,S,496,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower Northwest,38359
-75.178596,39.950609,70610,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,23rd st,south,locust st,walnut st,Bicycle 1,39.950609,-75.178596,0.888,1.1797,,,598,Project,Mixed,Mixed Traffic,Philadelphia,Central,38592
-75.174379,39.9611110000001,70621,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,,ben franklin pkwy outer la northbound,north,21st st,22nd st,Bicycle 1,39.961111,-75.174379,0.888,1.1797,,,55,Project,Mixed,Mixed Traffic,Philadelphia,Central,38593
-75.1745299999999,39.9604780000001,70622,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/26 00:00:00+00,2010,4210160103,,ben franklin pkwy outer la southbound,south,21st st,22nd st,Bicycle 1,39.960478,-75.17453,0.888,1.1797,,,124,Project,Mixed,Mixed Traffic,Philadelphia,Central,38594
-75.168259,39.9612100000001,71845,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/05/04 00:00:00+00,2011,4210160103,,18th st,north,franklintown blvd,hamilton st,Bicycle 1,39.96121,-75.168259,0.962,1.1797,,,38,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39030
-75.15824,39.9594020000001,71826,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/30 00:00:00+00,2011,4210160103,,12th st,south,callowhill st,noble st,Bicycle 1,39.959402,-75.15824,1.012,1.1797,,,129,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39199
-75.159842,39.9595160000001,71829,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,13th st,north,callowhill st,noble st,Bicycle 1,39.959516,-75.159842,1.059,1.1797,,,145,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39202
-75.1688109999999,39.943794,71616,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/28 00:00:00+00,2010,4210160103,,16th st,north,bainbridge st,south st,Bicycle 1,39.943794,-75.168811,1.001,1.1797,,,650,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39462
-75.167255,39.9436420000001,71619,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/30 00:00:00+00,2010,4210160103,,15th st,south,south st,bainbridge st,Bicycle 1,39.943642,-75.167255,1.028,1.1797,,,306,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,39465
-75.098306,39.9794440000001,137031,permanent station,,2016/10/15 00:00:00+00,2016,4210160109,,port richmond trail,both,bath st,delaware ave,Bicycle 3,39.979444,-75.098306,,1,E,W,43,Permanent,Low Volume,Multiuse Trail,Philadelphia,River Wards,39487
-75.098306,39.9794440000001,137033,permanent station,,2016/12/15 00:00:00+00,2016,4210160109,,port richmond trail,both,bath st,delaware ave,Bicycle 3,39.979444,-75.098306,,1,E,W,4,Permanent,Low Volume,Multiuse Trail,Philadelphia,River Wards,39505
-75.1915,39.9960830000001,137034,permanent station,,2016/11/15 00:00:00+00,2016,4210160107,,schuylkill river trail,both,strawberry mansion bridge,strawberry mansion dr,Bicycle 4,39.996083,-75.1915,,1,S,N,1584,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower North,39506
-75.1915,39.9960830000001,137035,permanent station,,2016/12/15 00:00:00+00,2016,4210160107,,schuylkill river trail,both,strawberry mansion bridge,strawberry mansion dr,Bicycle 4,39.996083,-75.1915,,1,S,N,545,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower North,39507
-75.177035,39.9448550000001,71601,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,21st st,south,south st,bainbridge st,Bicycle 1,39.944855,-75.177035,0.968,1.1797,,,381,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40330
-75.1751199999999,39.9445390000001,71604,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,20th st,north,bainbridge st,south st,Bicycle 1,39.944539,-75.17512,0.968,1.1797,,,424,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40333
-75.1735159999999,39.9444520000001,71607,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,19th st,south,bainbridge st,south st,Bicycle 1,39.944452,-75.173516,0.968,1.1797,,,394,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40627
-75.17196,39.9442260000001,71610,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/30 00:00:00+00,2010,4210160103,,18th st,north,bainbridge st,south st,Bicycle 1,39.944226,-75.17196,1.028,1.1797,,,268,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,40991
-75.1703879999999,39.9440040000001,71613,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/28 00:00:00+00,2010,4210160103,,17th st,south,bainbridge st,south st,Bicycle 1,39.944004,-75.170388,1.001,1.1797,,,389,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,41085
-75.160266,39.9426960000001,71632,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/04 00:00:00+00,2010,4210160103,,11th st,north,south st,bainbridge st,Bicycle 1,39.942696,-75.160266,1.001,1.1797,,,623,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,41107
-75.158699,39.942511,71635,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/04 00:00:00+00,2010,4210160103,,10th st,south,bainbridge st,south st,Bicycle 1,39.942511,-75.158699,1.001,1.1797,,,822,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,41110
-75.2056889999999,40.016696,137037,permanent station,,2016/11/15 00:00:00+00,2016,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Bicycle 3,40.016696,-75.205689,,1,N,S,456,Permanent,Mixed,Multiuse Trail,Philadelphia,Lower Northwest,41460
-75.337554,39.9718070000001,137041,permanent station,Removed from Cyclical Count Program 10/15/17.,2016/12/15 00:00:00+00,2016,4204533144,,darby creek trail,both,raymond dr access,hilltop rd,Bicycle 3,39.971807,-75.337554,,1,N,S,5,Permanent,Low Volume,Multiuse Trail,Delaware,Haverford Township,41463
-75.181203,39.950856,137042,permanent station,,2016/10/15 00:00:00+00,2016,4210160103,,schuylkill river trail (schuylkill banks),both,locust st,walnut st,Bicycle 4,39.950856,-75.181203,,1,S,N,2028,Permanent,Mixed,Multiuse Trail,Philadelphia,Central,41473
-75.181203,39.950856,137043,permanent station,,2016/11/15 00:00:00+00,2016,4210160103,,schuylkill river trail (schuylkill banks),both,locust st,walnut st,Bicycle 4,39.950856,-75.181203,,1,S,N,2113,Permanent,Mixed,Multiuse Trail,Philadelphia,Central,41474
-75.1571059999999,39.942351,71638,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/10 00:00:00+00,2010,4210160103,,9th st,north,bainbridge st,south st,Bicycle 1,39.942351,-75.157106,1.001,1.1797,,,35,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,41518
-75.1555289999999,39.9422070000001,71641,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/06 00:00:00+00,2011,4210160103,,8th st,south,bainbridge st,south st,Bicycle 1,39.942207,-75.155529,1.012,1.1797,,,619,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,41521
-75.14877,39.9581920000001,71789,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/23 00:00:00+00,2011,4210160103,,6th st,south,callowhill st,willow st,Bicycle 1,39.958192,-75.14877,1.059,1.1797,,,222,Screen Line,Mixed,Bike Lane,Philadelphia,Central,41869
-75.16342,39.943091,71626,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/04 00:00:00+00,2010,4210160103,,13th st,north,bainbridge st,south st,Bicycle 1,39.943091,-75.16342,1.001,1.1797,,,551,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,42284
-75.161827,39.9429960000001,71629,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,12th st,south,bainbridge st,south st,Bicycle 1,39.942996,-75.161827,1.001,1.1797,,,205,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,42287
-75.1440699999999,39.9577600000001,71780,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/23 00:00:00+00,2011,4210160103,,3rd st,north,callowhill st,willow st,Bicycle 1,39.95776,-75.14407,1.059,1.1797,,,236,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,42438
-75.1523749999999,39.941832,71701,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/10 00:00:00+00,2010,4210160103,,6th st,south,bainbridge st,south st,Bicycle 1,39.941832,-75.152375,1.001,1.1797,,,692,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,43354
-75.17633327,39.96225014,71857,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,ben franklin pkwy inner la northbound,north,22nd st,eakins oval,Bicycle 1,39.96225014,-75.17633327,1.001,1.1797,,,155,Screen Line,Mixed,Bike Lane,Philadelphia,Central,43386
-75.1786329999999,39.9449950000001,71721,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/20 00:00:00+00,2010,4210160103,,22nd st,north,south st,bainbridge st,Bicycle 1,39.944995,-75.178633,0.968,1.1797,,,880,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,43718
-75.181203,39.950856,137044,permanent station,,2016/12/15 00:00:00+00,2016,4210160103,,schuylkill river trail (schuylkill banks),both,locust st,walnut st,Bicycle 4,39.950856,-75.181203,,1,S,N,464,Permanent,Mixed,Multiuse Trail,Philadelphia,Central,43766
-75.1539519999999,39.9420010000001,71681,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/10 00:00:00+00,2010,4210160103,,7th st,north,bainbridge st,south st,Bicycle 1,39.942001,-75.153952,1.001,1.1797,,,593,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,44105
-75.1699159999999,39.9610740000001,71848,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/01 00:00:00+00,2011,4210160103,,19th st,south,hamilton st,callowhill st,Bicycle 1,39.961074,-75.169916,1.012,1.1797,,,298,Screen Line,Mixed,Mixed Traffic,Philadelphia,Central,44133
-74.8768049999999,40.2895330000001,137051,permanent station,,2016/09/15 00:00:00+00,2016,4201779128,,delaware & lehigh trail,both,pa 532 general washington memorial blvd,1000 feet south of pa 532,Bicycle 4,40.289533,-74.876805,,1,S,N,142,Permanent,Mixed,Multiuse Trail,Bucks,Upper Makefield Township,44135
-75.1735639999999,39.9480760000001,70605,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,spruce st,west,20th st,19th st,Bicycle 1,39.948076,-75.173564,0.888,1.1797,,,868,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,44177
-75.157235,39.9460520000001,70606,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,spruce st,west,10th st,9th st,Bicycle 1,39.946052,-75.157235,0.888,1.1797,,,718,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,44178
-75.173929,39.9466610000001,70607,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,pine st,east,20th st,19th st,Bicycle 1,39.946661,-75.173929,0.888,1.1797,,,709,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,44179
-75.15783777,39.9446384600001,70608,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,pine st,east,10th st,9th st,Bicycle 1,39.94463846,-75.15783777,0.888,1.1797,,,427,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,44180
-75.1794,39.9469320000001,70609,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/08/12 00:00:00+00,2010,4210160103,,23rd st,south,lombard st,pine st,Bicycle 1,39.946932,-75.1794,0.888,1.1797,,,374,Project,Mixed,Mixed Traffic,Philadelphia,Central,44181
-75.1696909999999,39.95079,71370,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/16 00:00:00+00,2010,4210160103,,sansom st,west,18th st,17th st,Bicycle 1,39.95079,-75.169691,0.949,1.1797,,,573,Project,Mixed,Mixed Traffic,Philadelphia,Central,45727
-75.1535489999999,39.9586770000001,71798,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,9th st,north,callowhill st,willow st,Bicycle 1,39.958677,-75.153549,1.059,1.1797,,,84,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,46355
-75.155277,39.9590260000001,71801,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,ridge ave northbound lanes,north,noble st,callowhill st,Bicycle 1,39.959026,-75.155277,1.059,1.1797,,,97,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,46358
-75.155368,39.959055,71802,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/03/25 00:00:00+00,2011,4210160103,,ridge ave southbound lanes,south,noble st,callowhill st,Bicycle 1,39.959055,-75.155368,1.059,1.1797,,,287,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,46359
-75.17633327,39.96225014,71353,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,ben franklin pkwy inner la northbound,north,22nd st,eakins oval,Bicycle 1,39.96225014,-75.17633327,1.001,1.1797,,,155,Project,Mixed,Bike Lane,Philadelphia,Central,46571
-75.1760639999999,39.9623120000001,71354,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/11/03 00:00:00+00,2010,4210160103,,ben franklin pkwy outer la northbound,north,22nd st,eakins oval,Bicycle 1,39.962312,-75.176064,1.001,1.1797,,,122,Project,Mixed,Striped Shoulder,Philadelphia,Central,46572
-75.16394,39.950477,71357,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/09/09 00:00:00+00,2010,4210160103,291,broad st northbound lanes,north,sansom st,chestnut st,Bicycle 1,39.950477,-75.16394,0.949,1.1797,,,374,Project,Mixed,Mixed Traffic,Philadelphia,Central,46573
-75.162481,39.957073,71359,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/07 00:00:00+00,2010,4210160103,611,broad st northbound lanes,north,race st,vine st,Bicycle 1,39.957073,-75.162481,0.968,1.1797,,,511,Project,Mixed,Mixed Traffic,Philadelphia,Central,46574
-75.171375,39.946895,71345,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2010/10/21 00:00:00+00,2010,4210160103,,18th st,north,pine st,spruce st,Bicycle 1,39.946895,-75.171375,0.968,1.1797,,,495,Project,Mixed,Mixed Traffic,Philadelphia,Central,46986
